Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average
Greece,Southern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,59.6%,56.10%
Greece,Southern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,75%,56.10%
Greece,Southern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,98.1%,56.10%
Greece,Southern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,56.10%
Grenada,Caribbean,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,7.60%
Grenada,Caribbean,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,7.60%
Grenada,Caribbean,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,7.60%
Grenada,Caribbean,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,7.60%
Grenada,Caribbean,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,7.60%
Grenada,Caribbean,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,none,7.60%
Grenada,Caribbean,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,7.60%
Grenada,Caribbean,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,7.60%
Grenada,Caribbean,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,7.60%
Grenada,Caribbean,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,7.60%
Grenada,Caribbean,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,7.60%
Grenada,Caribbean,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,7.60%
Grenada,Caribbean,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.4%,7.60%
Grenada,Caribbean,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,7.60%
Guatemala,Central America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,41%,56.80%
Guatemala,Central America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,46.7%,56.80%
Guatemala,Central America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,30.8%,56.80%
Guatemala,Central America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,55.1%,56.80%
Guatemala,Central America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,14.9%,56.80%
Guatemala,Central America,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,76.5%,56.80%
Guatemala,Central America,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,61.8%,56.80%
Guatemala,Central America,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,56.80%
Guatemala,Central America,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,79.2%,56.80%
Guatemala,Central America,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,77.7%,56.80%
Guatemala,Central America,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,40.9%,56.80%
Guatemala,Central America,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,82.1%,56.80%
Guatemala,Central America,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,82%,56.80%
Guatemala,Central America,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,56.80%
Guinea,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,10.8%,22.30%
Guinea,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,44.7%,22.30%
Guinea,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,33%,22.30%
Guinea,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,46.8%,22.30%
Guinea,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,26.8%,22.30%
Guinea,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,35%,22.30%
Guinea,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,22.30%
Guinea,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,26.20%,22.30%
Guinea,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,22.30%
Guinea,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,22.30%
Guinea,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,22.30%
Guinea,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,22.30%
Guinea,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,71.9%,22.30%
Guinea,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,5.5%,22.30%
Guinea-Bissau,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,28.20%
Guinea-Bissau,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,28.20%
Guinea-Bissau,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,28.20%
Guinea-Bissau,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,28.20%
Guinea-Bissau,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,28.20%
Guinea-Bissau,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,66%,28.20%
Guinea-Bissau,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,28.20%
Guinea-Bissau,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,75.80%,28.20%
Guinea-Bissau,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,28.20%
Guinea-Bissau,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,28.20%
Guinea-Bissau,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,28.20%
Guinea-Bissau,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,28.20%
Guinea-Bissau,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,84.2%,28.20%
Guinea-Bissau,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,47.9%,28.20%
Guyana,South America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,19.80%
